"thread_name","post_content","post_date"
"b'GOG Database - A website that collects data on GOG games'","b""Thanks to everyone who posted an ID related answer, there is nothing I have to add. \n  \n  [quote_220]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:220#Q&_^Q&Q# \n   I have an actual reason to ask for the collection of regional prices. (At least I believe I do.) \n  \n   You see, regional prices vary wildly. Sometimes one might want to check how much is the cut for a particular game in their country, or even discover publishers who decide to be dicks to one particular people (for example, check how much a brazilian will pay for [url=http://www.an-ovel.com/cgi-bin/magog.cgi?ver=922&amp;scp=gdsp&amp;dsp=ipgrcP&amp;ord=q9_b0N9&amp;flt=uln~br~pra~br~tcs~Little+Nightmares~&amp;opt=nd&amp;myf=MonApr21923332018_s34YZ75OJV1ZU] this game + DLC[/url] compared to their base price.) Unfortunately it is not restricted to just this one series. For example Ring Runner: Flight of the Sages and Cossacks Anthology cost a lot more than the base price in BR. Alas, I would rather know that before I buy any of these games. \n  #Q&_^Q&Q#LINK:220#Q&_^Q&Q#[/quote] \n This is unfortunately the same argument I've refuted multiple times before. MaGog tracks the prices without the Fair Price Package wallet credit, which I think is a stupid thing to do that causes a lot of confusion. Factoring it in instead we get these prices: \n  \n Little Nightmares \n  \n US 19.99$ \n BR 25.21$ - 5.22$ (Fair Price Package) = 19.99$ \n  \n Ring Runner: Flight of the Sages \n  \n US 4.99$ \n BR 6.29$ - 1.30$ (FPP) = 4.99$ \n  \n Cossacks Anthology \n  \n US 5.99$ \n BR 8.04$ - 2.05$ (FPP) = 5.99$ \n  \n So unless you're only buying a single game from GOG, which the people asking for the feature do not, [b]you're paying the exact same price as a North American or European customer[/b]. \n  \n  [quote_220]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:220#Q&_^Q&Q# \n   So, even if you won't display the data right away, could you at least collect it so we may download the CSVs and hack at them to fit our needs? \n  #Q&_^Q&Q#LINK:220#Q&_^Q&Q#[/quote] \n No, collecting the data and not displaying it would defeat the entire purpose of the site. You can download pygogapi and hack together your own data collection script though.""","2018-04-04 00:38:28"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_225]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:225#Q&_^Q&Q# \n      [quote_224]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:224#Q&_^Q&Q# \n       This is unfortunately the same argument I've refuted multiple times before. MaGog tracks the prices without the Fair Price Package wallet credit, which I think is a stupid thing to do that causes a lot of confusion. \n      #Q&_^Q&Q#LINK:224#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:225#Q&_^Q&Q# \n   That is exactly the right thing to do and causes no confusion. You first need to pay the higher price to get that game, that's a given. And the cut of that higher price also most likely goes to the publisher, which is the unfair part. That you may later use the difference for another game, [b]if you purchase it within a year and using the same currency[/b] is a different thing. If you buy few games and a year may pass between them or tend to switch currencies if the exchange rates vary or depending on payment method, the FPP may expire, or you may feel you're forced to buy something you otherwise wouldn't to use it. But regardless of all of this, you do need to pay the higher price first, that's a given. The FPP absolutely must NOT be factored into the game's listed price. \n  #Q&_^Q&Q#LINK:225#Q&_^Q&Q#[/quote] \n  \n You're not wrong, but I think that's just nitpicking. People who only buy a game every few years are definitely not the target demographic of GOG DB and probably don't mind paying a few dollars more just that one time. I have no interest in supporting this pointless fight against publisher injustice when there are a ton of more interesting things to do that actually contribute something to the gaming environment.""","2018-04-04 03:29:15"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_227]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:227#Q&_^Q&Q# \n   Alright then, I\'m out of here. This thread and interest in GOGDB I mean. I have no interest in supporting something that opposes this fight and sees regional pricing as not damaging ""the gaming environment"" and therefore fighting it not ""contributing"". \n  #Q&_^Q&Q#LINK:227#Q&_^Q&Q#[/quote] \n  \n I\'m so sorry for not investing my time into the things [i]you[/i] deem important. Good luck finding the information I collect somewhere else.'","2018-04-04 03:42:56"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_230]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n   Still, I think it is weird that these publishers pushed for a surcharge to people who are [i]statistically speaking[/i] poorer than americans and europeans. In my opinion these publishers have very little reason to do that, other than personal bias against a certain country. \n  #Q&_^Q&Q#LINK:230#Q&_^Q&Q#[/quote] \n  \n I agree, some of these surcharges and discounts are completely arbitrary and don\'t make sense from an outside standpoint. \n  \n  [quote_230]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n   In this case it\'s more about me wanting to judge a publisher\'s ""bias"" as a factor that might make me want to boycott them than wanting to save the money that is later returned to me. \n  #Q&_^Q&Q#LINK:230#Q&_^Q&Q#[/quote] \n  \n Okay, I can understand that reason. I just want to keep GOG DB mostly technical and especially not take it into a political direction. Price tracking was already an exception to this rule I wasn\'t fully comfortable with.  \n  \n  [quote_230]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n      [quote_224]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:224#Q&_^Q&Q# \n       No, collecting the data and not displaying it would defeat the entire purpose of the site. \n      #Q&_^Q&Q#LINK:224#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n   Oh I never meant it would be indefinitely. It\'s just that collecting the data is obviously needed before displaying it, and at least I take far longer at tweaking interfaces than at the data gathering stage. If I were in your place and I was too busy to work on the hypothetical new functionality that wouldn\'t mean too busy to modify the data collection. \n  #Q&_^Q&Q#LINK:230#Q&_^Q&Q#[/quote] \n  \n Collecting it is indeed not the difficult part, deciding how and what to store takes up most of the time. Displaying in this case is probably around 20% of the work. \n  \n  [quote_230]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n      [quote_224]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:224#Q&_^Q&Q# \n       You can download pygogapi and hack together your own data collection script though. \n      #Q&_^Q&Q#LINK:224#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/da1abf6aabf2fa089185e5d7214d764f0a3d198ba5f24492708bb60f5e183bc3_avm.jpg#Q&_^Q&Q#USERNAME:joppo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:230#Q&_^Q&Q# \n   Wait, what? This sounds like what I actually want after all. I don\'t know how I never saw it but I\'m reading its thread right now. Thank you. \n  #Q&_^Q&Q#LINK:230#Q&_^Q&Q#[/quote] \n  \n pygogapi has no thread, only the API documentation does. If you need help figuring out the code feel free to message me, it\'s not exactly straight forward to be honest.'","2018-04-04 21:18:25"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_234]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:234#Q&_^Q&Q# \n   Personally, I'd like to thank you for what you've done so far. Of course I hope you'll keep adding features to it in the future, but even what we have so far is a very neatly presented and useful baseline. Keep up the good work :). \n  #Q&_^Q&Q#LINK:234#Q&_^Q&Q#[/quote] \n  [quote_235]#Q&_^Q&Q#AVATAR:https://images.gog.com/fc8ebd082c233822f091875ad36c1102a4a7d58be19b73e72c997de681aa40f1_avm.jpg#Q&_^Q&Q#USERNAME:adaliabooks#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:235#Q&_^Q&Q# \n   I'd just like to second this :) \n  \n   Even just as an easy way to look up IDs it's very handy (and more user friendly than MaGog) but having the other information available there as well, as well as the documenting of all the API stuff you did, is very useful. \n  #Q&_^Q&Q#LINK:235#Q&_^Q&Q#[/quote] \n Thank you guys for the encouragement, it's been great having you around since the beginning. \n  \n  [quote_236]#Q&_^Q&Q#AVATAR:https://images.gog.com/0de748a232b9e65d6e94ea54ccfc5faeb657a3ca483f541c11b90d79ed1ddc1e_avm.jpg#Q&_^Q&Q#USERNAME:Krokzter#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:236#Q&_^Q&Q# \n   Would you consider making a Chrome extension that adds a GOG DB button to the official GOG pages redirecting to gogdb.org? I've been looking for something sort of like Enhanced Steam, but for GOG. \n  #Q&_^Q&Q#LINK:236#Q&_^Q&Q#[/quote] \n Yes, I've considered it and even started working on a prototype, but wasn't satisfied with the result. I think I'll pick it up again since work on the main database is a bit frustrating at the moment.""","2018-04-05 03:12:32"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_240]#Q&_^Q&Q#AVATAR:https://images.gog.com/1809a2512d620d4b959a2bd084834cf59f4a2389aba723f6c49c638fee5f408e_avm.jpg#Q&_^Q&Q#USERNAME:HypersomniacLive#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:240#Q&_^Q&Q# \n      [quote_226]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:226#Q&_^Q&Q# \n       [...] there are a ton of more interesting things to do that actually contribute something to the gaming environment. \n      #Q&_^Q&Q#LINK:226#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/1809a2512d620d4b959a2bd084834cf59f4a2389aba723f6c49c638fee5f408e_avm.jpg#Q&_^Q&Q#USERNAME:HypersomniacLive#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:240#Q&_^Q&Q# \n   Out of curiosity, can you give a few examples? \n  #Q&_^Q&Q#LINK:240#Q&_^Q&Q#[/quote] \n  \n GOG related: Add more games to GOG DB, add depot data to GOG DB, write a depot downloader, index linux installer and write a depot-like downloader for them, assemble a community/Linux Galaxy SDK. \n Not GOG related: Write modding tools for Saints Row and reverse engineer file formats, implement file formats for Team Fortress 2, improve my general purpose texture codecs, test games for Wine. \n  \n BTW I finished the userscript (screenshot included), but it needs some images from the development version of GOG DB and I probably won't bother to backport them. Please give a feedback on location, design.""","2018-04-06 02:02:08"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_243]#Q&_^Q&Q#AVATAR:https://images.gog.com/92fb6b2334cb6962e89abdf1fa226002384c165c27717baf913647e39541644f_avm.jpg#Q&_^Q&Q#USERNAME:Johny.#Q&_^Q&Q#GROUP:1#Q&_^Q&Q#LINK:243#Q&_^Q&Q# \n      [quote_241]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:241#Q&_^Q&Q# \n       BTW I finished the userscript (screenshot included), but it needs some images from the development version of GOG DB and I probably won\'t bother to backport them. Please give a feedback on location, design. \n      #Q&_^Q&Q#LINK:241#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/92fb6b2334cb6962e89abdf1fa226002384c165c27717baf913647e39541644f_avm.jpg#Q&_^Q&Q#USERNAME:Johny.#Q&_^Q&Q#GROUP:1#Q&_^Q&Q#LINK:243#Q&_^Q&Q# \n   Looks nice! :) I\'d suggest putting the button below ""wishlist"" button and even separate it with a line, or changing background color (would be more visible then!). \n  #Q&_^Q&Q#LINK:243#Q&_^Q&Q#[/quote] \n  \n Thanks, I will try that next time! \n  \n  [quote_244]#Q&_^Q&Q#AVATAR:https://images.gog.com/1809a2512d620d4b959a2bd084834cf59f4a2389aba723f6c49c638fee5f408e_avm.jpg#Q&_^Q&Q#USERNAME:HypersomniacLive#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:244#Q&_^Q&Q# \n   I\'d prefer it placed along with the other links, but that\'s probably just me. \n  #Q&_^Q&Q#LINK:244#Q&_^Q&Q#[/quote] \n  \n I thought about that at first, but that\'s not where GOG put their external links. So I had the choice of putting it where other userscripts do or follow the GOG style of using buttons. But the script isn\'t meant for people who use these big extensions anyway, they should include their own link in my opinion. I haven\'t done any major URL restructures apart from the domain, so the code is pretty much write and forget.'","2018-04-08 02:53:49"
"b'GOG Database - A website that collects data on GOG games'","b""I'm finally thinking about removing the content system compatibility changelog entries because they've proven to be so terribly unreliable that they've become pretty much meaningless to me. If you still have a use for them please leave a comment so I may be able to take it into account when removing the feature.""","2018-04-12 04:45:36"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_247]#Q&_^Q&Q#AVATAR:https://images.gog.com/fe1fc60759069d2c3a1cf218867d804b3c04631ee6f9f491d76ae2c00fc6a657_avm.jpg#Q&_^Q&Q#USERNAME:kbnrylaec#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:247#Q&_^Q&Q# \n   I have no idea what you are talking about. \n   What is content system compatibility changelog entries? \n  #Q&_^Q&Q#LINK:247#Q&_^Q&Q#[/quote] \n  \n The entries that look like ""Changed content system compatibility - windows,mac,linux &rArr; windows,mac"" \n Example: [url=https://www.gogdb.org/product/1922333849#changelog]https://www.gogdb.org/product/1922333849#changelog[/url]'","2018-04-12 15:26:37"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_250]#Q&_^Q&Q#AVATAR:https://images.gog.com/a80269a57ae826b4401bc6d687d415d02b103d07e533e4ca482f2c887c1ac468_avm.jpg#Q&_^Q&Q#USERNAME:phaolo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:250#Q&_^Q&Q# \n   This doesn't affect the installer OS category, right? It's just extra info. \n  #Q&_^Q&Q#LINK:250#Q&_^Q&Q#[/quote] \n  \n Yes, only these specific changelog entries will be gone.""","2018-04-12 16:01:34"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_252]#Q&_^Q&Q#AVATAR:https://images.gog.com/fe1fc60759069d2c3a1cf218867d804b3c04631ee6f9f491d76ae2c00fc6a657_avm.jpg#Q&_^Q&Q#USERNAME:kbnrylaec#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:252#Q&_^Q&Q# \n   Bug report: \n   Some games have obvious wrong price before launch, like $99.99 or $0.00. \n  #Q&_^Q&Q#LINK:252#Q&_^Q&Q#[/quote] \n  \n Thanks, I am aware, will be fixed in the next big update I'm working on right now.""","2018-04-12 18:00:03"
"b'linuxvangog - Fantastic Linux & Mac Guy and Where To Find Him'","b""I like the concept of the new installers. Don't understand why they had to implement in such a shitty way though. I guess there has to be a drawback to every technical thing on GOG.""","2018-04-13 04:49:48"
"b'linuxvangog - Fantastic Linux & Mac Guy and Where To Find Him'","b""[quote_140]#Q&_^Q&Q#AVATAR:https://images.gog.com/cac95ecd5134e61d868954d7ecb24d003f28970418abb6a16f3a0383513b40d6_avm.jpg#Q&_^Q&Q#USERNAME:linuxvangog#Q&_^Q&Q#GROUP:1#Q&_^Q&Q#LINK:140#Q&_^Q&Q# \n      [quote_132]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:132#Q&_^Q&Q# \n       (...) Don't understand (...) \n      #Q&_^Q&Q#LINK:132#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/cac95ecd5134e61d868954d7ecb24d003f28970418abb6a16f3a0383513b40d6_avm.jpg#Q&_^Q&Q#USERNAME:linuxvangog#Q&_^Q&Q#GROUP:1#Q&_^Q&Q#LINK:140#Q&_^Q&Q# \n  \n   immi101 is right. And that's really what the change is about here. \n  \n   One of the biggest issues reported is that in some cases, game updates distributed in offline installers are/were behind updates distributed by the Galaxy client, sometimes even lagging by a day or two. This might not be your priority, but we are now resolving this problem for everyone interested in being up-to-date when using offline builds. \n  #Q&_^Q&Q#LINK:140#Q&_^Q&Q#[/quote] \n Hey, that's not what my quote was about! Building the installers from Galaxy depots is a perfectly reasonable step, doing it in such a shitty way is not. There's no reason to package the chunks instead of the full files and make installers more complicated, slower, bigger and incompatible with existing tools. I'm usually on the developer's side, but this time it seems like just a straight up bad decision.""","2018-04-13 17:05:23"
